id,x,y,r
18011549,346.9,179.9,1
18011549,346.8,179.8,1
18011549,346.7,179.7,1
18011549,346.6,179.6,1
18011549,346.5,179.5,1
18011549,346.4,179.4,1
18011549,346.3,179.3,1
18011549,346.2,179.2,1
18011549,346.1,179.1,1
18011549,346.0,179,1
18011549,345.9,178.9,1
18011549,345.8,178.8,1
18011549,345.7,178.7,1
18011549,345.6,178.6,1
18011549,345.5,178.5,1
18011549,345.4,178.4,1
18011549,345.3,178.3,1
18011549,345.2,178.2,1
18011549,345.1,178.1,1
18011549,345.0,178,1
18011549,344.9,177.9,1
18011549,344.8,177.8,1
18011549,344.7,177.7,1
18011549,344.6,177.6,1
18011549,344.5,177.5,1
18011549,344.4,177.4,1
18011549,344.3,177.3,1
18011549,344.2,177.2,1
18011549,344.1,177.1,1
18011549,344.0,177,1
18011549,343.9,176.9,1
18011549,343.8,176.8,1
18011549,343.7,176.7,1
18011549,343.6,176.6,1
18011549,343.5,176.5,1
18011549,343.4,176.4,1
18011549,343.3,176.3,1
18011549,343.2,176.2,1
18011549,343.1,176.1,1
18011549,343.0,176,1
18011549,342.9,175.9,1
18011549,342.8,175.8,1
18011549,342.7,175.7,1
18011549,342.6,175.6,1
18011549,342.5,175.5,1
18011549,342.4,175.4,1
18011549,342.3,175.3,1
18011549,342.2,175.2,1
18011549,342.1,175.1,1
18011549,342.0,175,1
18011549,341.9,174.9,1
18011549,341.8,174.8,1
18011549,341.7,174.7,1
18011549,341.6,174.6,1
18011549,341.5,174.5,1
18011549,341.4,174.4,1
18011549,341.3,174.3,1
18011549,341.2,174.2,1
18011549,341.1,174.1,1
18011549,341.0,174,1
18011549,340.9,173.9,1
18011549,340.8,173.8,1
18011549,340.7,173.7,1
18011549,340.6,173.6,1
18011549,340.5,173.5,1
18011549,340.4,173.4,1
18011549,340.3,173.3,1
18011549,340.2,173.2,1
18011549,340.1,173.1,1
18011549,340.0,173,1
18011549,339.9,172.9,1
18011549,339.8,172.8,1
18011549,339.7,172.7,1
18011549,339.6,172.6,1
18011549,339.5,172.5,1
18011549,339.4,172.4,1
18011549,339.3,172.3,1
18011549,339.2,172.2,1
18011549,339.1,172.1,1
18011549,339.0,172,1
18011549,338.9,171.9,1
18011549,338.8,171.8,1
18011549,338.7,171.7,1
18011549,338.6,171.6,1
18011549,338.5,171.5,1
18011549,338.4,171.4,1
18011549,338.3,171.3,1
18011549,338.2,171.2,1
18011549,338.1,171.1,1
18011549,338.0,171,1
18011549,337.9,170.9,1
18011549,337.8,170.8,1
18011549,337.7,170.7,1
18011549,337.6,170.6,1
18011549,337.5,170.5,1
18011549,337.4,170.4,1
18011549,337.3,170.3,1
18011549,337.2,170.2,1
18011549,337.1,170.1,1
18011549,337.0,170,1
18011549,336.9,169.9,1
18011549,336.8,169.8,1
18011549,336.7,169.7,1
18011549,336.6,169.6,1
18011549,336.5,169.5,1
18011549,336.4,169.4,1
18011549,336.3,169.3,1
18011549,336.2,169.2,1
18011549,336.1,169.1,1
18011549,336.0,169,1
18011549,335.9,168.9,1
18011549,335.8,168.8,1
18011549,335.7,168.7,1
18011549,335.6,168.6,1
18011549,335.5,168.5,1
18011549,335.4,168.4,1
18011549,335.3,168.3,1
18011549,335.2,168.2,1
18011549,335.1,168.1,1
18011549,335.0,168,1
18011549,334.9,167.9,1
18011549,334.8,167.8,1
18011549,334.7,167.7,1
18011549,334.6,167.6,1
18011549,334.5,167.5,1
18011549,334.4,167.4,1
18011549,334.3,167.3,1
18011549,334.2,167.2,1
18011549,334.1,167.1,1
18011549,334.0,167,1
18011549,333.9,166.9,1
18011549,333.8,166.8,1
18011549,333.7,166.7,1
18011549,333.6,166.6,1
18011549,333.5,166.5,1
18011549,333.4,166.4,1
18011549,333.3,166.3,1
18011549,333.2,166.2,1
18011549,333.1,166.1,1
18011549,333.0,166,1
18011549,332.9,165.9,1
18011549,332.8,165.8,1
18011549,332.7,165.7,1
18011549,332.6,165.6,1
18011549,332.5,165.5,1
18011549,332.4,165.4,1
18011549,332.3,165.3,1
18011549,332.2,165.2,1
18011549,332.1,165.1,1
18011549,332.0,165,1
18011549,331.9,164.9,1
18011549,331.8,164.8,1
18011549,331.7,164.7,1
18011549,331.6,164.6,1
18011549,331.5,164.5,1
18011549,331.4,164.4,1
18011549,331.3,164.3,1
18011549,331.2,164.2,1
18011549,331.1,164.1,1
18011549,331.0,164,1
18011549,330.9,163.9,1
18011549,330.8,163.8,1
18011549,330.7,163.7,1
18011549,330.6,163.6,1
18011549,330.5,163.5,1
18011549,330.4,163.4,1
18011549,330.3,163.3,1
18011549,330.2,163.2,1
18011549,330.1,163.1,1
18011549,330.0,163,1
18011549,329.9,162.9,1
18011549,329.8,162.8,1
18011549,329.7,162.7,1
18011549,329.6,162.6,1
18011549,329.5,162.5,1
18011549,329.4,162.4,1
18011549,329.3,162.3,1
18011549,329.2,162.2,1
18011549,329.1,162.1,1
18011549,329.0,162,1
18011549,328.9,161.9,1
18011549,328.8,161.8,1
18011549,328.7,161.7,1
18011549,328.6,161.6,1
18011549,328.5,161.5,1
18011549,328.4,161.4,1
18011549,328.3,161.3,1
18011549,328.2,161.2,1
18011549,328.1,161.1,1
18011549,328.0,161,1
18011549,327.9,160.9,1
18011549,327.8,160.8,1
18011549,327.7,160.7,1
18011549,327.6,160.6,1
18011549,327.5,160.5,1
18011549,327.4,160.4,1
18011549,327.3,160.3,1
18011549,327.2,160.2,1
18011549,327.1,160.1,1
18011549,327.0,160,1
18011549,326.9,159.9,1
18011549,326.8,159.8,1
18011549,326.7,159.7,1
18011549,326.6,159.6,1
18011549,326.5,159.5,1
18011549,326.4,159.4,1
18011549,326.3,159.3,1
18011549,326.2,159.2,1
18011549,326.1,159.1,1
18011549,326.0,159,1
18011549,325.9,158.9,1
18011549,325.8,158.8,1
18011549,325.7,158.7,1
18011549,325.6,158.6,1
18011549,325.5,158.5,1
18011549,325.4,158.4,1
18011549,325.3,158.3,1
18011549,325.2,158.2,1
18011549,325.1,158.1,1
18011549,325.0,158,1
18011549,324.9,157.9,1
18011549,324.8,157.8,1
18011549,324.7,157.7,1
18011549,324.6,157.6,1
18011549,324.5,157.5,1
18011549,324.4,157.4,1
18011549,324.3,157.3,1
18011549,324.2,157.2,1
18011549,324.1,157.1,1
18011549,324.0,157,1
18011549,323.9,156.9,1
18011549,323.8,156.8,1
18011549,323.7,156.7,1
18011549,323.6,156.6,1
18011549,323.5,156.5,1
18011549,323.4,156.4,1
18011549,323.3,156.3,1
18011549,323.2,156.2,1
18011549,323.1,156.1,1
18011549,323.0,156,1
18011549,322.9,155.9,1
18011549,322.8,155.8,1
18011549,322.7,155.7,1
18011549,322.6,155.6,1
18011549,322.5,155.5,1
18011549,322.4,155.4,1
18011549,322.3,155.3,1
18011549,322.2,155.2,1
18011549,322.1,155.1,1
18011549,322.0,155,1
18011549,321.9,154.9,1
18011549,321.8,154.8,1
18011549,321.7,154.7,1
18011549,321.6,154.6,1
18011549,321.5,154.5,1
18011549,321.4,154.4,1
18011549,321.3,154.3,1
18011549,321.2,154.2,1
18011549,321.1,154.1,1
18011549,321.0,154,1
18011549,320.9,153.9,1
18011549,320.8,153.8,1
18011549,320.7,153.7,1
18011549,320.6,153.6,1
18011549,320.5,153.5,1
18011549,320.4,153.4,1
18011549,320.3,153.3,1
18011549,320.2,153.2,1
18011549,320.1,153.1,1
18011549,320.0,153,1
18011549,319.9,152.9,1
18011549,319.8,152.8,1
18011549,319.7,152.7,1
18011549,319.6,152.6,1
18011549,319.5,152.5,1
18011549,319.4,152.4,1
18011549,319.3,152.3,1
18011549,319.2,152.2,1
18011549,319.1,152.1,1
18011549,319.0,152,1
18011549,318.9,151.9,1
18011549,318.8,151.8,1
18011549,318.7,151.7,1
18011549,318.6,151.6,1
18011549,318.5,151.5,1
18011549,318.4,151.4,1
18011549,318.3,151.3,1
18011549,318.2,151.2,1
18011549,318.1,151.1,1
18011549,318.0,151,1
18011549,317.9,150.9,1
18011549,317.8,150.8,1
18011549,317.7,150.7,1
18011549,317.6,150.6,1
18011549,317.5,150.5,1
18011549,317.4,150.4,1
18011549,317.3,150.3,1
18011549,317.2,150.2,1
18011549,317.1,150.1,1
18011549,317.0,150,1
18011549,316.9,149.9,1
18011549,316.8,149.8,1
18011549,316.7,149.7,1
18011549,316.6,149.6,1
18011549,316.5,149.5,1
18011549,316.4,149.4,1
18011549,316.3,149.3,1
18011549,316.2,149.2,1
18011549,316.1,149.1,1
18011549,316.0,149,1
18011549,315.9,148.9,1
18011549,315.8,148.8,1
18011549,315.7,148.7,1
18011549,315.6,148.6,1
18011549,315.5,148.5,1
18011549,315.4,148.4,1
18011549,315.3,148.3,1
18011549,315.2,148.2,1
18011549,315.1,148.1,1
18011549,315.0,148,1
18011549,314.9,147.9,1
18011549,314.8,147.8,1
18011549,314.7,147.7,1
18011549,314.6,147.6,1
18011549,314.5,147.5,1
18011549,314.4,147.4,1
18011549,314.3,147.3,1
18011549,314.2,147.2,1
18011549,314.1,147.1,1
18011549,314.0,147,1
18011549,313.9,146.9,1
18011549,313.8,146.8,1
18011549,313.7,146.7,1
18011549,313.6,146.6,1
18011549,313.5,146.5,1
18011549,313.4,146.4,1
18011549,313.3,146.3,1
18011549,313.2,146.2,1
18011549,313.1,146.1,1
18011549,313.0,146,1
18011549,312.9,145.9,1
18011549,312.8,145.8,1
18011549,312.7,145.7,1
18011549,312.6,145.6,1
18011549,312.5,145.5,1
18011549,312.4,145.4,1
18011549,312.3,145.3,1
18011549,312.2,145.2,1
18011549,312.1,145.1,1
18011549,312.0,145,1
18011549,311.9,144.9,1
18011549,311.8,144.8,1
18011549,311.7,144.7,1
18011549,311.6,144.6,1
18011549,311.5,144.5,1
18011549,311.4,144.4,1
18011549,311.3,144.3,1
18011549,311.2,144.2,1
18011549,311.1,144.1,1
18011549,311.0,144,1
18011549,310.9,143.9,1
18011549,310.8,143.8,1
18011549,310.7,143.7,1
18011549,310.6,143.6,1
18011549,310.5,143.5,1
18011549,310.4,143.4,1
18011549,310.3,143.3,1
18011549,310.2,143.2,1
18011549,310.1,143.1,1
18011549,310.0,143,1
18011549,309.9,142.9,1
18011549,309.8,142.8,1
18011549,309.7,142.7,1
18011549,309.6,142.6,1
18011549,309.5,142.5,1
18011549,309.4,142.4,1
18011549,309.3,142.3,1
18011549,309.2,142.2,1
18011549,309.1,142.1,1
18011549,309.0,142,1
18011549,308.9,141.9,1
18011549,308.8,141.8,1
18011549,308.7,141.7,1
18011549,308.6,141.6,1
18011549,308.5,141.5,1
18011549,308.4,141.4,1
18011549,308.3,141.3,1
18011549,308.2,141.2,1
18011549,308.1,141.1,1
18011549,308.0,141,1
18011549,307.9,140.9,1
18011549,307.8,140.8,1
18011549,307.7,140.7,1
18011549,307.6,140.6,1
18011549,307.5,140.5,1
18011549,307.4,140.4,1
18011549,307.3,140.3,1
18011549,307.2,140.2,1
18011549,307.1,140.1,1
18011549,307.0,140,1
18011549,306.9,139.9,1
18011549,306.8,139.8,1
18011549,306.7,139.7,1
18011549,306.6,139.6,1
18011549,306.5,139.5,1
18011549,306.4,139.4,1
18011549,306.3,139.3,1
18011549,306.2,139.2,1
18011549,306.1,139.1,1
18011549,306.0,139,1
18011549,305.9,138.9,1
18011549,305.8,138.8,1
18011549,305.7,138.7,1
18011549,305.6,138.6,1
18011549,305.5,138.5,1
18011549,305.4,138.4,1
18011549,305.3,138.3,1
18011549,305.2,138.2,1
18011549,305.1,138.1,1
18011549,305.0,138,1
18011549,304.9,137.9,1
18011549,304.8,137.8,1
18011549,304.7,137.7,1
18011549,304.6,137.6,1
18011549,304.5,137.5,1
18011549,304.4,137.4,1
18011549,304.3,137.3,1
18011549,304.2,137.2,1
18011549,304.1,137.1,1
18011549,304.0,137,1
18011549,303.9,136.9,1
18011549,303.8,136.8,1
18011549,303.7,136.7,1
18011549,303.6,136.6,1
18011549,303.5,136.5,1
18011549,303.4,136.4,1
18011549,303.3,136.3,1
18011549,303.2,136.2,1
18011549,303.1,136.1,1
18011549,303.0,136,1
18011549,302.9,135.9,1
18011549,302.8,135.8,1
18011549,302.7,135.7,1
18011549,302.6,135.6,1
18011549,302.5,135.5,1
18011549,302.4,135.4,1
18011549,302.3,135.3,1
18011549,302.2,135.2,1
18011549,302.1,135.1,1
18011549,302.0,135,1
18011549,301.9,134.9,1
18011549,301.8,134.8,1
18011549,301.7,134.7,1
18011549,301.6,134.6,1
18011549,301.5,134.5,1
18011549,301.4,134.4,1
18011549,301.3,134.3,1
18011549,301.2,134.2,1
18011549,301.1,134.1,1
18011549,301.0,134,1
18011549,300.9,133.9,1
18011549,300.8,133.8,1
18011549,300.7,133.7,1
18011549,300.6,133.6,1
18011549,300.5,133.5,1
18011549,300.4,133.4,1
18011549,300.3,133.3,1
18011549,300.2,133.2,1
18011549,300.1,133.1,1
18011549,300.0,133,1
18011549,299.9,132.9,1
18011549,299.8,132.8,1
18011549,299.7,132.7,1
18011549,299.6,132.6,1
18011549,299.5,132.5,1
18011549,299.4,132.4,1
18011549,299.3,132.3,1
18011549,299.2,132.2,1
18011549,299.1,132.1,1
18011549,299.0,132,1
18011549,298.9,131.9,1
18011549,298.8,131.8,1
18011549,298.7,131.7,1
18011549,298.6,131.6,1
18011549,298.5,131.5,1
18011549,298.4,131.4,1
18011549,298.3,131.3,1
18011549,298.2,131.2,1
18011549,298.1,131.1,1
18011549,298.0,131,1
18011549,297.9,130.9,1
18011549,297.8,130.8,1
18011549,297.7,130.7,1
18011549,297.6,130.6,1
18011549,297.5,130.5,1
18011549,297.4,130.4,1
18011549,297.3,130.3,1
18011549,297.2,130.2,1
18011549,297.1,130.1,1
18011549,297.0,130,1
18011549,296.9,129.9,1
18011549,296.8,129.8,1
18011549,296.7,129.7,1
18011549,296.6,129.6,1
18011549,296.5,129.5,1
18011549,296.4,129.4,1
18011549,296.3,129.3,1
18011549,296.2,129.2,1
18011549,296.1,129.1,1
18011549,296.0,129,1
18011549,295.9,128.9,1
18011549,295.8,128.8,1
18011549,295.7,128.7,1
18011549,295.6,128.6,1
18011549,295.5,128.5,1
18011549,295.4,128.4,1
18011549,295.3,128.3,1
18011549,295.2,128.2,1
18011549,295.1,128.1,1
18011549,295.0,128,1
18011549,294.9,127.9,1
18011549,294.8,127.8,1
18011549,294.7,127.7,1
18011549,294.6,127.6,1
18011549,294.5,127.5,1
18011549,294.4,127.4,1
18011549,294.3,127.3,1
18011549,294.2,127.2,1
18011549,294.1,127.1,1
18011549,294.0,127,1
18011549,293.9,126.9,1
18011549,293.8,126.8,1
18011549,293.7,126.7,1
18011549,293.6,126.6,1
18011549,293.5,126.5,1
18011549,293.4,126.4,1
18011549,293.3,126.3,1
18011549,293.2,126.2,1
18011549,293.1,126.1,1
18011549,293.0,126,1
18011549,292.9,125.9,1
18011549,292.8,125.8,1
18011549,292.7,125.7,1
18011549,292.6,125.6,1
18011549,292.5,125.5,1
18011549,292.4,125.4,1
18011549,292.3,125.3,1
18011549,292.2,125.2,1
18011549,292.1,125.1,1
18011549,292.0,125,1
18011549,291.9,124.9,1
18011549,291.8,124.8,1
18011549,291.7,124.7,1
18011549,291.6,124.6,1
18011549,291.5,124.5,1
18011549,291.4,124.4,1
18011549,291.3,124.3,1
18011549,291.2,124.2,1
18011549,291.1,124.1,1
18011549,291.0,124,1
18011549,290.9,123.9,1
18011549,290.8,123.8,1
18011549,290.7,123.7,1
18011549,290.6,123.6,1
18011549,290.5,123.5,1
18011549,290.4,123.4,1
18011549,290.3,123.3,1
18011549,290.2,123.2,1
18011549,290.1,123.1,1
18011549,290.0,123,1
18011549,289.9,122.9,1
18011549,289.8,122.8,1
18011549,289.7,122.7,1
18011549,289.6,122.6,1
18011549,289.5,122.5,1
18011549,289.4,122.4,1
18011549,289.3,122.3,1
18011549,289.2,122.2,1
18011549,289.1,122.1,1
18011549,289.0,122,1
18011549,288.9,121.9,1
18011549,288.8,121.8,1
18011549,288.7,121.7,1
18011549,288.6,121.6,1
18011549,288.5,121.5,1
18011549,288.4,121.4,1
18011549,288.3,121.3,1
18011549,288.2,121.2,1
18011549,288.1,121.1,1
18011549,288.0,121,1
18011549,287.9,120.9,1
18011549,287.8,120.8,1
18011549,287.7,120.7,1
18011549,287.6,120.6,1
18011549,287.5,120.5,1
18011549,287.4,120.4,1
18011549,287.3,120.3,1
18011549,287.2,120.2,1
18011549,287.1,120.1,1
18011549,287.0,120,1
18011549,286.9,119.9,1
18011549,286.8,119.8,1
18011549,286.7,119.7,1
18011549,286.6,119.6,1
18011549,286.5,119.5,1
18011549,286.4,119.4,1
18011549,286.3,119.3,1
18011549,286.2,119.2,1
18011549,286.1,119.1,1
18011549,286.0,119,1
18011549,285.9,118.9,1
18011549,285.8,118.8,1
18011549,285.7,118.7,1
18011549,285.6,118.6,1
18011549,285.5,118.5,1
18011549,285.4,118.4,1
18011549,285.3,118.3,1
18011549,285.2,118.2,1
18011549,285.1,118.1,1
18011549,285.0,118,1
18011549,284.9,117.9,1
18011549,284.8,117.8,1
18011549,284.7,117.7,1
18011549,284.6,117.6,1
18011549,284.5,117.5,1
18011549,284.4,117.4,1
18011549,284.3,117.3,1
18011549,284.2,117.2,1
18011549,284.1,117.1,1
18011549,284.0,117,1
18011549,283.9,116.9,1
18011549,283.8,116.8,1
18011549,283.7,116.7,1
18011549,283.6,116.6,1
18011549,283.5,116.5,1
18011549,283.4,116.4,1
18011549,283.3,116.3,1
18011549,283.2,116.2,1
18011549,283.1,116.1,1
18011549,283.0,116,1
18011549,282.9,115.9,1
18011549,282.8,115.8,1
18011549,282.7,115.7,1
18011549,282.6,115.6,1
18011549,282.5,115.5,1
18011549,282.4,115.4,1
18011549,282.3,115.3,1
18011549,282.2,115.2,1
18011549,282.1,115.1,1
18011549,282.0,115,1
18011549,281.9,114.9,1
18011549,281.8,114.8,1
18011549,281.7,114.7,1
18011549,281.6,114.6,1
18011549,281.5,114.5,1
18011549,281.4,114.4,1
18011549,281.3,114.3,1
18011549,281.2,114.2,1
18011549,281.1,114.1,1
18011549,281.0,114,1
18011549,280.9,113.9,1
18011549,280.8,113.8,1
18011549,280.7,113.7,1
18011549,280.6,113.6,1
18011549,280.5,113.5,1
18011549,280.4,113.4,1
18011549,280.3,113.3,1
18011549,280.2,113.2,1
18011549,280.1,113.1,1
18011549,280.0,113,1
18011549,279.9,112.9,1
18011549,279.8,112.8,1
18011549,365,194,1
18011549,365.1,194.1,1
18011549,365.2,194.2,1
18011549,365.3,194.3,1
18011549,365.4,194.4,1
18011549,365.5,194.5,1
18011549,365.6,194.6,1
18011549,365.7,194.7,1
18011549,365.8,194.8,1
18011549,365.9,194.9,1
18011549,366,195,1
18011549,366.1,195.1,1
18011549,366.2,195.2,1
18011549,366.3,195.3,1
18011549,366.4,195.4,1
18011549,366.5,195.5,1
18011549,366.6,195.6,1
18011549,366.7,195.7,1
18011549,366.8,195.8,1
18011549,366.9,195.9,1
18011549,367,196,1
18011549,367.1,196.1,1
18011549,367.2,196.2,1
18011549,367.3,196.3,1
18011549,367.4,196.4,1
18011549,367.5,196.5,1
18011549,367.6,196.6,1
18011549,367.7,196.7,1
18011549,367.8,196.8,1
18011549,367.9,196.9,1
18011549,368,197,1
18011549,368.1,197.1,1
18011549,368.2,197.2,1
18011549,368.3,197.3,1
18011549,368.4,197.4,1
18011549,368.5,197.5,1
18011549,368.6,197.6,1
18011549,368.7,197.7,1
18011549,368.8,197.8,1
18011549,368.9,197.9,1
18011549,369,198,1
18011549,369.1,198.1,1
18011549,369.2,198.2,1
18011549,369.3,198.3,1
18011549,369.4,198.4,1
18011549,369.5,198.5,1
18011549,369.6,198.6,1
18011549,369.7,198.7,1
18011549,369.8,198.8,1
18011549,369.9,198.9,1
18011549,370,199,1
18011549,370.1,199.1,1
18011549,370.2,199.2,1
18011549,370.3,199.3,1
18011549,370.4,199.4,1
18011549,370.5,199.5,1
18011549,370.6,199.6,1
18011549,370.7,199.7,1
18011549,370.8,199.8,1
18011549,370.9,199.9,1
18011549,371,200,1
18011549,371.1,200.1,1
18011549,371.2,200.2,1
18011549,371.3,200.3,1
18011549,371.4,200.4,1
18011549,371.5,200.5,1
18011549,371.6,200.6,1
18011549,371.7,200.7,1
18011549,371.8,200.8,1
18011549,371.9,200.9,1
18011549,372,201,1
18011549,372.1,201.1,1
18011549,372.2,201.2,1
18011549,372.3,201.3,1
18011549,372.4,201.4,1
18011549,372.5,201.5,1
18011549,372.6,201.6,1
18011549,372.7,201.7,1
18011549,372.8,201.8,1
18011549,372.9,201.9,1
18011549,373,202,1
18011549,373.1,202.1,1
18011549,373.2,202.2,1
18011549,373.3,202.3,1
18011549,373.4,202.4,1
18011549,373.5,202.5,1
18011549,373.6,202.6,1
18011549,373.7,202.7,1
18011549,373.8,202.8,1
18011549,373.9,202.9,1
18011549,374,203,1
18011549,374.1,203.1,1
18011549,374.2,203.2,1
18011549,374.3,203.3,1
18011549,374.4,203.4,1
18011549,374.5,203.5,1
18011549,374.6,203.6,1
18011549,374.7,203.7,1
18011549,374.8,203.8,1
18011549,374.9,203.9,1
18011549,375,204,1
18011549,375.1,204.1,1
18011549,375.2,204.2,1
18011549,375.3,204.3,1
18011549,375.4,204.4,1
18011549,375.5,204.5,1
18011549,375.6,204.6,1
18011549,375.7,204.7,1
18011549,375.8,204.8,1
18011549,375.9,204.9,1
18011549,376,205,1
18011549,376.1,205.1,1
18011549,376.2,205.2,1
18011549,376.3,205.3,1
18011549,376.4,205.4,1
18011549,376.5,205.5,1
18011549,376.6,205.6,1
18011549,376.7,205.7,1
18011549,376.8,205.8,1
18011549,376.9,205.9,1
18011549,377,206,1
18011549,377.1,206.1,1
18011549,377.2,206.2,1
18011549,377.3,206.3,1
18011549,377.4,206.4,1
18011549,377.5,206.5,1
18011549,377.6,206.6,1
18011549,377.7,206.7,1
18011549,377.8,206.8,1
18011549,377.9,206.9,1
18011549,378,207,1
18011549,378.1,207.1,1
18011549,378.2,207.2,1
18011549,378.3,207.3,1
18011549,378.4,207.4,1
18011549,378.5,207.5,1
18011549,378.6,207.6,1
18011549,378.7,207.7,1
18011549,378.8,207.8,1
18011549,378.9,207.9,1
18011549,379,208,1
18011549,379.1,208.1,1
18011549,379.2,208.2,1
18011549,379.3,208.3,1
18011549,379.4,208.4,1
18011549,379.5,208.5,1
18011549,379.6,208.6,1
18011549,379.7,208.7,1
18011549,379.8,208.8,1
18011549,379.9,208.9,1
18011549,380,209,1
18011549,380.1,209.1,1
18011549,380.2,209.2,1
18011549,380.3,209.3,1
18011549,380.4,209.4,1
18011549,380.5,209.5,1
18011549,380.6,209.6,1
18011549,380.7,209.7,1
18011549,380.8,209.8,1
